score_year,fiscal_year,ticker,fscore,f_roa,f_cfo,f_droa,f_accrual,f_dlever,f_dliquid,f_eq_offer,f_dmargin,f_dturn,sector
2016,2016,9503.T,7,1,1,1,1,1,0,1,1,0,Electric power
2016,2016,9735.T,4,1,1,0,1,0,0,1,0,0,Services
2016,2016,9983.T,3,1,1,0,1,0,0,0,0,0,Retail
2016,2016,9984.T,5,1,1,0,1,1,0,1,0,0,Communications
2017,2017,1605.T,8,1,1,1,1,1,1,1,1,0,Mining
2017,2017,1878.T,8,1,1,1,1,1,0,1,1,1,Real Estate
2017,2017,1925.T,8,1,1,1,1,0,1,1,1,1,Construction
2017,2017,1928.T,7,1,1,1,0,0,1,1,1,1,Construction
2017,2017,2502.T,7,1,1,1,1,0,0,1,1,1,Foods
2017,2017,2503.T,7,1,1,1,0,1,1,0,1,1,Foods
2017,2017,2802.T,5,1,1,0,1,0,0,1,1,0,Foods
2017,2017,2914.T,5,1,1,0,1,1,0,0,1,0,Foods
2017,2017,3382.T,4,1,1,0,1,0,0,0,1,0,Retail
2017,2017,3402.T,6,1,1,1,1,1,0,0,1,0,Textiles & apparel
2017,2017,3407.T,7,1,1,1,1,0,1,1,1,0,Chemicals
2017,2017,4063.T,6,1,1,1,1,1,0,0,1,0,Chemicals
2017,2017,4188.T,7,1,1,1,1,0,1,1,1,0,Chemicals
2017,2017,4452.T,7,1,1,1,1,0,1,1,0,1,Chemicals
2017,2017,4502.T,6,1,1,1,1,0,0,1,0,1,Pharmaceuticals
2017,2017,4503.T,7,1,1,1,1,0,1,1,1,0,Pharmaceuticals
2017,2017,4507.T,8,1,1,1,1,1,0,1,1,1,Pharmaceuticals
2017,2017,4523.T,5,1,1,0,1,1,0,0,0,1,Pharmaceuticals
2017,2017,4528.T,7,1,1,1,1,1,0,1,0,1,Healthcare
2017,2017,4568.T,6,1,1,0,1,0,1,1,0,1,Pharmaceuticals
2017,2017,4578.T,7,1,1,1,0,1,1,1,0,1,Pharmaceuticals
2017,2017,4661.T,8,1,1,1,1,1,1,1,1,0,Services
2017,2017,4755.T,6,1,1,1,1,0,0,1,0,1,Services
2017,2017,4901.T,7,1,1,1,1,0,1,1,1,0,Chemicals
2017,2017,4911.T,7,1,1,0,1,1,1,0,1,1,Chemicals
2017,2017,5020.T,8,1,1,1,1,0,1,1,1,1,Petroleum
2017,2017,5108.T,8,1,1,1,1,1,1,1,0,1,Rubber
2017,2017,5401.T,6,1,1,1,1,0,0,1,0,1,Steel
2017,2017,5411.T,8,1,1,1,1,0,1,1,1,1,Steel
2017,2017,5713.T,5,0,1,0,1,0,1,1,1,0,Nonferrous metals
2017,2017,5802.T,7,1,1,1,1,0,0,1,1,1,Nonferrous metals
2017,2017,6273.T,6,1,1,1,1,0,1,0,0,1,Machinery
2017,2017,6301.T,6,1,1,0,1,1,1,0,0,1,Machinery
2017,2017,6326.T,6,1,1,0,1,1,0,1,0,1,Machinery
2017,2017,6367.T,7,1,1,1,1,1,0,0,1,1,Machinery
2017,2017,6501.T,8,1,1,1,1,1,1,1,1,0,Electric machinery
2017,2017,6503.T,6,1,1,0,1,1,0,1,1,0,Electric machinery
2017,2017,6594.T,7,1,1,1,1,0,0,1,1,1,Electric machinery
2017,2017,6702.T,8,1,1,1,1,1,1,1,1,0,Electric machinery
2017,2017,6752.T,6,1,1,0,1,0,1,0,1,1,Electric machinery
2017,2017,6758.T,4,1,1,0,1,0,0,0,1,0,Electric machinery
2017,2017,6861.T,4,1,1,1,0,0,0,1,0,0,Electric machinery
2017,2017,6902.T,7,1,1,1,1,0,1,1,0,1,Electric machinery
2017,2017,6954.T,3,1,1,0,0,0,0,1,0,0,Electric machinery
2017,2017,6971.T,6,1,1,0,1,1,1,0,1,0,Electric machinery
2017,2017,6981.T,4,1,1,0,1,1,0,0,0,0,Electric machinery
2017,2017,6988.T,6,1,1,0,1,1,0,0,1,1,Chemicals
2017,2017,7011.T,6,1,1,1,1,1,1,0,0,0,Machinery
2017,2017,7201.T,6,1,1,1,1,0,1,1,0,0,Automotive
2017,2017,7202.T,6,1,1,0,1,0,1,1,0,1,Automotive
2017,2017,7203.T,4,1,1,0,1,0,0,1,0,0,Automotive
2017,2017,7261.T,5,1,1,0,1,1,0,1,0,0,Automotive
2017,2017,7267.T,6,1,1,1,1,0,1,1,0,0,Automotive
2017,2017,7269.T,7,1,1,1,1,0,1,0,1,1,Automotive
2017,2017,7270.T,5,1,1,0,1,1,0,1,0,0,Automotive
2017,2017,7741.T,8,1,1,1,1,1,0,1,1,1,Precision instruments
2017,2017,7751.T,7,1,1,1,1,1,0,1,0,1,Electric machinery
2017,2017,7974.T,5,1,1,1,0,0,0,1,0,1,Services
2017,2017,8001.T,8,1,1,1,1,1,0,1,1,1,Trading companies
2017,2017,8002.T,7,1,1,1,1,1,0,1,0,1,Trading companies
2017,2017,8031.T,8,1,1,1,1,0,1,1,1,1,Trading companies
2017,2017,8035.T,6,1,1,1,1,0,0,0,1,1,Electric machinery
2017,2017,8053.T,5,1,1,1,1,0,0,0,0,1,Trading companies
2017,2017,8058.T,7,1,1,1,1,1,0,0,1,1,Trading companies
2017,2017,8113.T,7,1,1,1,1,1,1,1,0,0,Consumer Defensive
2017,2017,8267.T,7,1,1,1,1,1,1,0,1,0,Retail
2017,2017,8801.T,8,1,1,1,1,1,1,0,1,1,Real estate
2017,2017,8802.T,6,1,1,1,1,0,1,0,0,1,Real estate
2017,2017,8830.T,8,1,1,1,1,0,1,1,1,1,Real estate
2017,2017,9020.T,7,1,1,1,1,1,1,1,0,0,Railway/bus
2017,2017,9021.T,6,1,1,1,1,0,0,1,1,0,Railway/bus
2017,2017,9022.T,8,1,1,1,1,0,1,1,1,1,Railway/bus
2017,2017,9064.T,6,1,1,0,1,1,0,1,0,1,Land transport
2017,2017,9201.T,5,1,1,0,1,0,1,1,0,0,Air transport
2017,2017,9202.T,6,1,1,1,1,0,1,0,0,1,Air transport
2017,2017,9432.T,7,1,1,1,1,1,0,1,1,0,Communications
2017,2017,9433.T,9,1,1,1,1,1,1,1,1,1,Communications
2017,2017,9437.T,9,1,1,1,1,1,1,1,1,1,
2017,2017,9502.T,6,1,1,0,1,0,1,1,1,0,Electric power
2017,2017,9503.T,6,1,1,1,1,1,0,0,1,0,Electric power
2017,2017,9735.T,6,1,1,0,1,1,1,1,0,0,Services
2017,2017,9983.T,7,1,1,1,1,1,1,0,1,0,Retail
2017,2017,9984.T,8,1,1,1,1,0,1,1,1,1,Communications
2018,2018,1605.T,6,1,1,0,1,1,0,1,0,1,Mining
2018,2018,1878.T,5,1,1,0,0,0,1,1,1,0,Real Estate
2018,2018,1925.T,6,1,1,1,1,0,1,0,1,0,Construction
2018,2018,1928.T,5,1,1,1,1,0,1,0,0,0,Construction
2018,2018,2502.T,6,1,1,0,1,1,0,1,1,0,Foods
2018,2018,2503.T,6,1,1,0,1,1,0,1,0,1,Foods
2018,2018,2802.T,6,1,1,1,1,1,0,1,0,0,Foods
2018,2018,2914.T,4,1,1,0,1,0,1,0,0,0,Foods
2018,2018,3382.T,7,1,1,1,1,1,1,0,0,1,Retail
2018,2018,3402.T,5,1,1,0,1,0,1,0,0,1,Textiles & apparel
2018,2018,3407.T,9,1,1,1,1,1,1,1,1,1,Chemicals
2018,2018,4063.T,6,1,1,1,1,0,0,0,1,1,Chemicals
2018,2018,4188.T,7,1,1,1,1,1,0,0,1,1,Chemicals
2018,2018,4452.T,5,1,1,0,1,1,0,1,0,0,Chemicals
2018,2018,4502.T,6,1,1,1,1,0,1,0,1,0,Pharmaceuticals
2018,2018,4503.T,6,1,1,0,1,1,0,1,1,0,Pharmaceuticals
2018,2018,4507.T,8,1,1,1,1,1,1,1,1,0,Pharmaceuticals
2018,2018,4523.T,8,1,1,1,1,1,1,0,1,1,Pharmaceuticals
2018,2018,4528.T,5,1,1,0,0,1,0,1,1,0,Healthcare
2018,2018,4568.T,7,1,1,1,1,1,0,1,1,0,Pharmaceuticals
2018,2018,4578.T,6,1,1,0,1,1,0,1,0,1,Pharmaceuticals
2018,2018,4661.T,6,1,1,0,1,1,1,1,0,0,Services
2018,2018,4901.T,6,1,1,1,1,1,0,1,0,0,Chemicals
2018,2018,4911.T,8,1,1,1,1,1,0,1,1,1,Chemicals
2018,2018,5020.T,7,1,1,1,1,1,1,0,0,1,Petroleum
2018,2018,5108.T,3,1,1,0,1,0,0,0,0,0,Rubber
2018,2018,5401.T,9,1,1,1,1,1,1,1,1,1,Steel
2018,2018,5411.T,8,1,1,1,1,1,0,1,1,1,Steel
2018,2018,5713.T,7,1,1,1,0,1,0,1,1,1,Nonferrous metals
2018,2018,5802.T,8,1,1,1,1,1,1,1,0,1,Nonferrous metals
2018,2018,6098.T,9,1,1,1,1,1,1,1,1,1,Services
2018,2018,6273.T,7,1,1,1,1,1,0,0,1,1,Machinery
2018,2018,6301.T,5,1,1,1,0,0,0,0,1,1,Machinery
2018,2018,6326.T,5,1,1,0,0,1,1,1,0,0,Machinery
2018,2018,6367.T,7,1,1,1,1,1,1,0,0,1,Machinery
2018,2018,6501.T,8,1,1,1,1,0,1,1,1,1,Electric machinery
2018,2018,6503.T,8,1,1,1,0,1,1,1,1,1,Electric machinery
2018,2018,6594.T,7,1,1,0,1,0,1,1,1,1,Electric machinery
2018,2018,6702.T,7,1,1,1,1,1,1,0,0,1,Electric machinery
2018,2018,6752.T,6,1,1,1,1,1,0,1,0,0,Electric machinery
2018,2018,6758.T,9,1,1,1,1,1,1,1,1,1,Electric machinery
2018,2018,6861.T,6,1,1,1,0,0,0,1,1,1,Electric machinery
2018,2018,6902.T,6,1,1,1,1,0,0,1,0,1,Electric machinery
2018,2018,6954.T,6,1,1,1,0,0,0,1,1,1,Electric machinery
2018,2018,6971.T,6,1,1,0,1,1,0,1,0,1,Electric machinery
2018,2018,6981.T,4,1,1,0,1,0,0,0,0,1,Electric machinery
2018,2018,6988.T,9,1,1,1,1,1,1,1,1,1,Chemicals
2018,2018,7011.T,3,0,1,0,1,0,0,0,0,1,Machinery
2018,2018,7201.T,6,1,1,1,1,0,1,1,0,0,Automotive
2018,2018,7202.T,7,1,1,1,1,1,0,0,1,1,Automotive
2018,2018,7203.T,8,1,1,1,1,1,0,1,1,1,Automotive
2018,2018,7261.T,6,1,1,1,1,0,1,0,0,1,Automotive
2018,2018,7267.T,7,1,1,1,0,1,1,1,0,1,Automotive
2018,2018,7269.T,7,1,1,1,1,1,0,0,1,1,Automotive
2018,2018,7270.T,4,1,1,0,1,1,0,0,0,0,Automotive
2018,2018,7741.T,9,1,1,1,1,1,1,1,1,1,Precision instruments
2018,2018,7751.T,6,1,1,1,1,1,0,1,0,0,Electric machinery
2018,2018,7974.T,6,1,1,1,1,0,0,1,0,1,Services
2018,2018,8001.T,6,1,1,1,0,1,0,1,0,1,Trading companies
2018,2018,8002.T,7,1,1,1,1,1,0,0,1,1,Trading companies
2018,2018,8031.T,7,1,1,1,1,1,0,1,0,1,Trading companies
2018,2018,8035.T,6,1,1,1,0,1,0,0,1,1,Electric machinery
2018,2018,8053.T,6,1,1,1,0,1,1,0,0,1,Trading companies
2018,2018,8058.T,6,1,1,1,1,0,0,0,1,1,Trading companies
2018,2018,8113.T,6,1,1,1,1,1,0,0,0,1,Consumer Defensive
2018,2018,8267.T,7,1,1,1,1,1,1,0,1,0,Retail
2018,2018,8801.T,4,1,1,1,0,0,0,0,1,0,Real estate
2018,2018,8802.T,7,1,1,1,1,1,0,0,1,1,Real estate
2018,2018,8830.T,7,1,1,1,1,1,0,1,1,0,Real estate
2018,2018,9020.T,8,1,1,1,1,1,0,1,1,1,Railway/bus
2018,2018,9021.T,7,1,1,1,1,1,1,0,1,0,Railway/bus
2018,2018,9022.T,6,1,1,0,1,0,1,1,1,0,Railway/bus
2018,2018,9064.T,7,1,1,0,1,1,0,1,1,1,Land transport
2018,2018,9201.T,5,1,1,0,1,0,0,1,1,0,Air transport
2018,2018,9202.T,6,1,1,1,1,0,0,1,0,1,Air transport
2018,2018,9432.T,7,1,1,1,1,1,0,1,0,1,Communications
2018,2018,9433.T,6,1,1,0,1,1,0,1,1,0,Communications
2018,2018,9437.T,8,1,1,1,1,1,0,1,1,1,
2018,2018,9502.T,6,1,1,0,1,1,0,1,0,1,Electric power
2018,2018,9503.T,7,1,1,1,1,0,0,1,1,1,Electric power
2018,2018,9735.T,6,1,1,0,1,1,1,1,0,0,Services
2018,2018,9843.T,6,1,1,1,1,0,0,0,1,1,Retail
2018,2018,9983.T,6,1,1,1,1,0,0,0,1,1,Retail
2018,2018,9984.T,5,1,1,0,1,1,0,0,1,0,Communications
2019,2019,1605.T,7,1,1,1,1,0,0,1,1,1,Mining
2019,2019,1878.T,4,1,1,0,0,1,0,1,0,0,Real Estate
2019,2019,1925.T,5,1,1,0,1,1,0,1,0,0,Construction
2019,2019,1928.T,4,1,1,0,0,1,0,1,0,0,Construction
2019,2019,2502.T,7,1,1,1,1,1,0,1,0,1,Foods
2019,2019,2503.T,6,1,1,0,1,0,0,1,1,1,Foods
2019,2019,2802.T,6,1,1,0,1,1,0,1,1,0,Foods
2019,2019,2914.T,6,1,1,0,1,1,1,1,0,0,Foods
2019,2019,3382.T,5,1,1,1,1,0,0,0,0,1,Retail
2019,2019,3402.T,5,1,1,0,1,0,1,0,0,1,Textiles & apparel
2019,2019,3407.T,5,1,1,0,1,0,0,1,0,1,Chemicals
2019,2019,4063.T,8,1,1,1,1,1,0,1,1,1,Chemicals
2019,2019,4188.T,5,1,1,0,1,1,0,1,0,0,Chemicals
2019,2019,4452.T,6,1,1,0,1,0,1,1,1,0,Chemicals
2019,2019,4502.T,4,1,1,0,1,0,0,0,0,1,Pharmaceuticals
2019,2019,4503.T,7,1,1,1,1,1,0,1,1,0,Pharmaceuticals
2019,2019,4507.T,8,1,1,1,1,1,0,1,1,1,Pharmaceuticals
2019,2019,4523.T,7,1,1,1,1,1,0,0,1,1,Pharmaceuticals
2019,2019,4528.T,6,1,1,1,1,0,0,1,0,1,Healthcare
2019,2019,4543.T,7,1,1,0,1,1,1,0,1,1,Precision instruments
2019,2019,4568.T,5,1,1,1,0,1,1,0,0,0,Pharmaceuticals
2019,2019,4578.T,7,1,1,1,1,0,1,0,1,1,Pharmaceuticals
2019,2019,4661.T,6,1,1,1,1,0,0,0,1,1,Services
2019,2019,4901.T,6,1,1,0,1,0,0,1,1,1,Chemicals
2019,2019,4911.T,4,1,1,1,1,0,0,0,0,0,Chemicals
2019,2019,5020.T,6,1,1,0,1,1,1,1,0,0,Petroleum
2019,2019,5108.T,6,1,1,1,1,0,1,1,0,0,Rubber
2019,2019,5401.T,6,1,1,1,1,0,1,0,0,1,Steel
2019,2019,5713.T,5,1,1,0,1,1,0,1,0,0,Nonferrous metals
2019,2019,5802.T,4,1,1,0,1,1,0,0,0,0,Nonferrous metals
2019,2019,6098.T,6,1,1,1,1,1,0,0,1,0,Services
2019,2019,6273.T,4,1,1,0,0,0,1,1,0,0,Machinery
2019,2019,6301.T,6,1,1,1,0,1,1,0,1,0,Machinery
2019,2019,6326.T,6,1,1,1,0,0,0,1,1,1,Machinery
2019,2019,6367.T,6,1,1,0,1,1,0,0,1,1,Machinery
2019,2019,6501.T,5,1,1,0,1,1,1,0,0,0,Electric machinery
2019,2019,6503.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2019,2019,6594.T,5,1,1,0,1,1,0,1,0,0,Electric machinery
2019,2019,6702.T,5,1,1,0,0,1,1,1,0,0,Electric machinery
2019,2019,6752.T,4,1,1,1,0,1,0,0,0,0,Electric machinery
2019,2019,6758.T,7,1,1,1,1,1,0,1,1,0,Electric machinery
2019,2019,6861.T,5,1,1,0,0,0,1,1,1,0,Electric machinery
2019,2019,6869.T,7,1,1,1,1,1,1,0,0,1,Healthcare
2019,2019,6902.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2019,2019,6954.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2019,2019,6971.T,9,1,1,1,1,1,1,1,1,1,Electric machinery
2019,2019,6981.T,7,1,1,1,1,0,1,0,1,1,Electric machinery
2019,2019,7011.T,7,1,1,1,1,0,0,1,1,1,Machinery
2019,2019,7201.T,4,1,1,0,1,1,0,0,0,0,Automotive
2019,2019,7202.T,6,1,1,0,1,0,1,1,1,0,Automotive
2019,2019,7203.T,5,1,1,0,1,0,1,1,0,0,Automotive
2019,2019,7267.T,5,1,1,0,1,0,0,1,0,1,Automotive
2019,2019,7269.T,4,1,1,0,1,1,0,0,0,0,Automotive
2019,2019,7270.T,4,1,1,0,1,0,1,0,0,0,Automotive
2019,2019,7741.T,7,1,1,1,1,0,1,0,1,1,Precision instruments
2019,2019,7751.T,4,1,1,0,1,0,0,1,0,0,Electric machinery
2019,2019,7974.T,7,1,1,1,0,0,1,1,1,1,Services
2019,2019,8001.T,7,1,1,1,0,1,1,1,0,1,Trading companies
2019,2019,8002.T,8,1,1,1,1,1,1,1,1,0,Trading companies
2019,2019,8031.T,4,1,1,1,0,0,0,0,0,1,Trading companies
2019,2019,8035.T,5,1,1,0,0,1,1,1,0,0,Electric machinery
2019,2019,8053.T,5,1,1,1,0,1,0,0,0,1,Trading companies
2019,2019,8058.T,6,1,1,1,1,1,0,0,0,1,Trading companies
2019,2019,8113.T,5,1,1,0,1,0,1,1,0,0,Consumer Defensive
2019,2019,8267.T,5,1,1,0,1,1,0,0,1,0,Retail
2019,2019,8801.T,6,1,1,0,1,0,1,1,1,0,Real estate
2019,2019,8802.T,7,1,1,1,1,1,0,0,1,1,Real estate
2019,2019,8830.T,7,1,1,1,1,1,0,1,0,1,Real estate
2019,2019,9020.T,7,1,1,0,1,1,1,1,1,0,Railway/bus
2019,2019,9021.T,5,1,1,0,1,0,0,1,1,0,Railway/bus
2019,2019,9022.T,5,1,1,0,1,1,0,0,1,0,Railway/bus
2019,2019,9201.T,6,1,1,1,1,0,0,1,0,1,Air transport
2019,2019,9202.T,5,1,1,0,1,1,0,1,0,0,Air transport
2019,2019,9432.T,5,1,1,0,1,1,0,1,0,0,Communications
2019,2019,9433.T,6,1,1,1,1,0,1,1,0,0,Communications
2019,2019,9502.T,7,1,1,1,1,1,0,1,0,1,Electric power
2019,2019,9503.T,6,1,1,0,1,0,1,1,0,1,Electric power
2019,2019,9735.T,7,1,1,1,1,1,1,0,0,1,Services
2019,2019,9843.T,5,1,1,0,1,1,1,0,0,0,Retail
2019,2019,9983.T,5,1,1,0,1,1,1,0,0,0,Retail
2019,2019,9984.T,6,1,1,1,0,1,0,1,1,0,Communications
2020,2020,1925.T,3,1,1,0,0,0,1,0,0,0,Construction
2020,2020,1928.T,7,1,1,1,1,0,1,1,0,1,Construction
2020,2020,2502.T,3,1,1,0,1,0,0,0,0,0,Foods
2020,2020,2503.T,6,1,1,1,1,0,1,1,0,0,Foods
2020,2020,2802.T,5,1,1,0,1,0,0,0,1,1,Foods
2020,2020,2914.T,5,1,1,0,1,0,1,0,1,0,Foods
2020,2020,3382.T,7,1,1,1,1,1,0,1,1,0,Retail
2020,2020,3402.T,5,1,1,0,1,1,0,0,1,0,Textiles & apparel
2020,2020,3407.T,4,1,1,0,1,0,0,1,0,0,Chemicals
2020,2020,4063.T,6,1,1,0,1,0,1,1,1,0,Chemicals
2020,2020,4188.T,4,1,1,0,1,0,1,0,0,0,Chemicals
2020,2020,4452.T,5,1,1,0,1,1,1,0,0,0,Chemicals
2020,2020,4502.T,4,1,1,0,1,1,0,0,0,0,Pharmaceuticals
2020,2020,4503.T,5,1,1,0,1,0,0,1,1,0,Pharmaceuticals
2020,2020,4507.T,6,1,1,0,1,1,1,1,0,0,Pharmaceuticals
2020,2020,4519.T,6,1,1,1,0,1,0,0,1,1,Pharmaceuticals
2020,2020,4523.T,6,1,1,1,0,0,1,0,1,1,Pharmaceuticals
2020,2020,4528.T,7,1,1,1,1,0,1,1,1,0,Healthcare
2020,2020,4543.T,7,1,1,1,1,1,0,0,1,1,Precision instruments
2020,2020,4568.T,7,1,1,1,1,1,1,0,1,0,Pharmaceuticals
2020,2020,4578.T,7,1,1,1,1,1,1,0,1,0,Pharmaceuticals
2020,2020,4661.T,6,1,1,0,1,1,1,1,0,0,Services
2020,2020,4901.T,5,1,1,0,1,0,0,1,1,0,Chemicals
2020,2020,4911.T,3,0,1,0,1,0,1,0,0,0,Chemicals
2020,2020,5020.T,3,0,1,0,1,0,0,1,0,0,Petroleum
2020,2020,5108.T,3,0,1,0,1,0,0,0,1,0,Rubber
2020,2020,5401.T,3,0,1,0,1,0,1,0,0,0,Steel
2020,2020,5713.T,5,1,1,0,1,0,1,1,0,0,Nonferrous metals
2020,2020,5802.T,4,1,1,0,1,0,1,0,0,0,Nonferrous metals
2020,2020,6098.T,5,1,1,0,1,0,0,1,1,0,Services
2020,2020,6273.T,5,1,1,0,1,0,1,1,0,0,Machinery
2020,2020,6301.T,4,1,1,0,1,1,0,0,0,0,Machinery
2020,2020,6326.T,5,1,1,0,1,1,0,1,0,0,Machinery
2020,2020,6367.T,4,1,1,0,1,0,1,0,0,0,Machinery
2020,2020,6501.T,5,1,1,0,1,0,1,0,1,0,Electric machinery
2020,2020,6503.T,4,1,1,0,1,0,1,0,0,0,Electric machinery
2020,2020,6594.T,4,1,1,0,1,0,0,1,0,0,Electric machinery
2020,2020,6702.T,6,1,1,1,1,0,0,1,1,0,Electric machinery
2020,2020,6752.T,5,1,1,0,1,0,1,0,1,0,Electric machinery
2020,2020,6758.T,6,1,1,0,1,0,1,1,1,0,Electric machinery
2020,2020,6861.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2020,2020,6869.T,3,1,1,0,1,0,0,0,0,0,Healthcare
2020,2020,6902.T,5,1,1,0,1,1,0,1,0,0,Electric machinery
2020,2020,6954.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2020,2020,6971.T,5,1,1,1,1,0,0,0,0,1,Electric machinery
2020,2020,6981.T,4,1,1,0,1,0,1,0,0,0,Electric machinery
2020,2020,7011.T,4,1,1,0,1,1,0,0,0,0,Machinery
2020,2020,7201.T,4,0,1,0,1,1,0,1,0,0,Automotive
2020,2020,7203.T,7,1,1,1,1,0,1,1,1,0,Automotive
2020,2020,7267.T,5,1,1,0,1,0,1,1,0,0,Automotive
2020,2020,7269.T,5,1,1,0,1,1,1,0,0,0,Automotive
2020,2020,7270.T,4,1,1,0,1,0,1,0,0,0,Automotive
2020,2020,7733.T,5,1,1,1,1,0,0,1,0,0,Precision instruments
2020,2020,7741.T,4,1,1,0,1,0,0,1,0,0,Precision instruments
2020,2020,7751.T,5,1,1,0,1,1,0,1,0,0,Electric machinery
2020,2020,7832.T,5,1,1,0,0,0,1,1,1,0,Other manufacturing
2020,2020,7974.T,7,1,1,1,1,0,0,1,1,1,Services
2020,2020,8001.T,5,1,1,0,1,0,0,1,1,0,Trading companies
2020,2020,8002.T,3,0,1,0,1,0,0,0,1,0,Trading companies
2020,2020,8031.T,6,1,1,0,1,0,1,1,0,1,Trading companies
2020,2020,8035.T,4,1,1,0,1,0,0,1,0,0,Electric machinery
2020,2020,8053.T,3,1,1,0,1,0,0,0,0,0,Trading companies
2020,2020,8058.T,4,1,1,0,1,0,0,1,0,0,Trading companies
2020,2020,8113.T,7,1,1,1,1,1,1,0,1,0,Consumer Defensive
2020,2020,8267.T,6,1,1,1,1,0,1,0,1,0,Retail
2020,2020,8801.T,6,1,1,1,0,0,1,1,1,0,Real estate
2020,2020,8802.T,8,1,1,1,1,0,1,1,1,1,Real estate
2020,2020,8830.T,7,1,1,1,1,0,0,1,1,1,Real estate
2020,2020,9020.T,5,1,1,0,1,1,0,1,0,0,Railway/bus
2020,2020,9021.T,5,1,1,0,1,1,0,1,0,0,Railway/bus
2020,2020,9022.T,4,1,1,0,1,1,0,0,0,0,Railway/bus
2020,2020,9202.T,5,1,1,0,1,0,1,1,0,0,Air transport
2020,2020,9432.T,5,1,1,0,1,1,0,1,0,0,Communications
2020,2020,9433.T,5,1,1,0,1,0,0,1,1,0,Communications
2020,2020,9434.T,7,1,1,1,1,0,0,1,1,1,Communications
2020,2020,9502.T,6,1,1,1,1,1,0,1,0,0,Electric power
2020,2020,9503.T,7,1,1,1,1,0,1,1,1,0,Electric power
2020,2020,9735.T,7,1,1,0,1,1,1,0,1,1,Services
2020,2020,9843.T,5,1,1,0,1,0,1,0,1,0,Retail
2020,2020,9983.T,3,1,1,0,1,0,0,0,0,0,Retail
2020,2020,9984.T,6,0,1,0,1,1,1,1,1,0,Communications
2021,2021,1925.T,6,1,1,0,1,0,1,1,1,0,Construction
2021,2021,1928.T,5,1,1,0,1,1,0,1,0,0,Construction
2021,2021,2413.T,7,1,1,1,1,0,1,0,1,1,Services
2021,2021,2502.T,6,1,1,1,1,0,1,0,1,0,Foods
2021,2021,2503.T,6,1,1,0,1,0,1,1,1,0,Foods
2021,2021,2802.T,7,1,1,1,1,0,1,0,1,1,Foods
2021,2021,2914.T,8,1,1,1,1,1,1,0,1,1,Foods
2021,2021,3382.T,5,1,1,0,1,0,1,0,1,0,Retail
2021,2021,3402.T,5,1,1,0,1,1,1,0,0,0,Textiles & apparel
2021,2021,3407.T,5,1,1,0,1,0,1,0,1,0,Chemicals
2021,2021,4063.T,7,1,1,0,1,1,1,1,1,0,Chemicals
2021,2021,4188.T,4,0,1,0,1,0,1,0,1,0,Chemicals
2021,2021,4452.T,6,1,1,0,1,0,1,1,0,1,Chemicals
2021,2021,4502.T,7,1,1,1,1,0,1,0,1,1,Pharmaceuticals
2021,2021,4503.T,6,1,1,0,1,0,1,1,1,0,Pharmaceuticals
2021,2021,4507.T,4,1,1,0,0,1,0,1,0,0,Pharmaceuticals
2021,2021,4519.T,5,1,1,1,0,0,0,0,1,1,Pharmaceuticals
2021,2021,4523.T,5,1,1,0,1,1,0,0,1,0,Pharmaceuticals
2021,2021,4528.T,5,1,1,1,0,0,1,0,0,1,Healthcare
2021,2021,4543.T,4,1,1,0,1,0,1,0,0,0,Precision instruments
2021,2021,4568.T,5,1,1,0,1,1,0,1,0,0,Pharmaceuticals
2021,2021,4578.T,5,1,1,0,1,1,0,0,0,1,Pharmaceuticals
2021,2021,4661.T,1,0,0,0,1,0,0,0,0,0,Services
2021,2021,4689.T,6,1,1,0,1,0,1,0,1,1,Services
2021,2021,4901.T,5,1,1,1,1,1,0,0,0,0,Chemicals
2021,2021,4911.T,6,1,1,1,1,1,0,0,0,1,Chemicals
2021,2021,5020.T,7,1,1,1,1,0,1,1,1,0,Petroleum
2021,2021,5108.T,7,1,1,1,0,1,1,0,1,1,Rubber
2021,2021,5401.T,5,0,1,1,1,0,1,0,1,0,Steel
2021,2021,5713.T,7,1,1,1,0,1,0,1,1,1,Nonferrous metals
2021,2021,5802.T,5,1,1,0,1,0,0,1,1,0,Nonferrous metals
2021,2021,6098.T,5,1,1,0,1,1,0,1,0,0,Services
2021,2021,6273.T,5,1,1,1,0,0,0,1,0,1,Machinery
2021,2021,6301.T,5,1,1,0,1,0,1,1,0,0,Machinery
2021,2021,6326.T,5,1,1,1,0,0,0,1,0,1,Machinery
2021,2021,6367.T,4,1,1,0,1,0,1,0,0,0,Machinery
2021,2021,6501.T,4,1,1,1,1,0,0,0,0,0,Electric machinery
2021,2021,6503.T,5,1,1,0,1,1,1,0,0,0,Electric machinery
2021,2021,6594.T,7,1,1,1,1,0,1,1,1,0,Electric machinery
2021,2021,6702.T,8,1,1,1,1,1,1,1,1,0,Electric machinery
2021,2021,6752.T,6,1,1,0,1,1,1,0,1,0,Electric machinery
2021,2021,6758.T,5,1,1,1,1,1,0,0,0,0,Electric machinery
2021,2021,6861.T,4,1,1,0,0,0,0,1,1,0,Electric machinery
2021,2021,6869.T,5,1,1,0,1,1,1,0,0,0,Healthcare
